"date","season","hour","is.holiday","weekday","is.workingday","weathersit","temp","atemp","hum","windspeed","casual","registered"
"158","2011-01-07",1,20,0,5,1,1,7.38,10.605,0.47,7.0015,1,50
"159","2011-01-07",1,21,0,5,1,1,7.38,9.85,0.47,8.9981,0,39
"160","2011-01-07",1,22,0,5,1,2,7.38,9.85,0.43,11.0014,2,34
"161","2011-01-07",1,23,0,5,1,2,7.38,9.85,0.51,11.0014,1,14
"162","2011-01-08",1,0,0,6,0,2,7.38,9.85,0.51,11.0014,1,24
"163","2011-01-08",1,1,0,6,0,2,7.38,10.605,0.55,6.0032,1,15
"164","2011-01-08",1,2,0,6,0,2,7.38,12.12,0.55,0,3,13
"165","2011-01-08",1,3,0,6,0,3,7.38,9.85,0.55,11.0014,0,7
"166","2011-01-08",1,4,0,6,0,3,7.38,9.85,0.55,11.0014,0,1
"167","2011-01-08",1,5,0,6,0,2,6.56,8.335,0.74,11.0014,0,5
"168","2011-01-08",1,6,0,6,0,2,6.56,8.335,0.74,11.0014,0,2
"169","2011-01-08",1,7,0,6,0,2,6.56,9.09,0.74,7.0015,1,8
"170","2011-01-08",1,8,0,6,0,3,6.56,9.09,0.93,7.0015,0,15
"171","2011-01-08",1,9,0,6,0,3,6.56,9.09,0.93,7.0015,0,20
"172","2011-01-08",1,10,0,6,0,2,7.38,9.85,0.8,11.0014,5,56
"173","2011-01-08",1,11,0,6,0,2,8.2,9.09,0.69,26.0027,2,60
"174","2011-01-08",1,12,0,6,0,2,8.2,9.09,0.59,23.9994,8,90
"175","2011-01-08",1,13,0,6,0,1,8.2,9.09,0.44,22.0028,7,95
"176","2011-01-08",1,14,0,6,0,1,8.2,8.335,0.32,32.9975,12,83
"177","2011-01-08",1,15,0,6,0,1,8.2,8.335,0.32,30.0026,5,69
"178","2011-01-08",1,16,0,6,0,1,7.38,6.82,0.29,30.0026,8,68
"179","2011-01-08",1,17,0,6,0,1,6.56,6.06,0.37,36.9974,5,64
"180","2011-01-08",1,18,0,6,0,1,5.74,6.06,0.39,19.9995,3,52
"181","2011-01-08",1,19,0,6,0,1,5.74,6.06,0.36,16.9979,4,26
"182","2011-01-08",1,20,0,6,0,1,4.92,6.06,0.36,16.9979,0,28
"183","2011-01-08",1,21,0,6,0,1,4.92,5.305,0.39,23.9994,2,35
"184","2011-01-08",1,22,0,6,0,1,4.92,5.305,0.36,26.0027,1,33
"185","2011-01-08",1,23,0,6,0,1,4.1,3.03,0.39,30.0026,0,22
"186","2011-01-09",1,0,0,0,0,1,4.1,3.79,0.42,26.0027,1,24
"187","2011-01-09",1,1,0,0,0,1,4.1,3.03,0.42,31.0009,0,12
"188","2011-01-09",1,2,0,0,0,1,4.1,3.03,0.46,31.0009,0,11
"189","2011-01-09",1,3,0,0,0,1,4.1,3.79,0.46,27.9993,0,4
"190","2011-01-09",1,4,0,0,0,1,3.28,4.545,0.53,12.998,0,1
"191","2011-01-09",1,5,0,0,0,1,3.28,4.545,0.53,12.998,0,1
"192","2011-01-09",1,6,0,0,0,1,4.1,4.545,0.49,19.0012,0,1
"193","2011-01-09",1,7,0,0,0,1,3.28,4.545,0.53,12.998,1,5
"194","2011-01-09",1,8,0,0,0,1,4.1,4.545,0.49,19.0012,0,10
"195","2011-01-09",1,9,0,0,0,1,4.92,3.79,0.46,35.0008,0,19
"196","2011-01-09",1,10,0,0,0,1,5.74,5.305,0.43,26.0027,0,49
"197","2011-01-09",1,11,0,0,0,1,6.56,6.06,0.4,35.0008,2,47
"198","2011-01-09",1,12,0,0,0,1,7.38,6.82,0.37,30.0026,4,79
"199","2011-01-09",1,13,0,0,0,1,8.2,8.335,0.34,30.0026,6,69
"200","2011-01-09",1,14,0,0,0,1,9.02,9.09,0.32,31.0009,8,64
"201","2011-01-09",1,15,0,0,0,1,9.02,9.85,0.35,23.9994,5,77
"202","2011-01-09",1,16,0,0,0,1,8.2,8.335,0.34,30.0026,13,79
"203","2011-01-09",1,17,0,0,0,1,7.38,7.575,0.37,26.0027,3,59
"204","2011-01-09",1,18,0,0,0,1,6.56,6.82,0.4,22.0028,4,44
"205","2011-01-09",1,19,0,0,0,1,6.56,6.82,0.43,22.0028,1,40
"206","2011-01-09",1,20,0,0,0,1,5.74,6.06,0.46,16.9979,0,38
"207","2011-01-09",1,21,0,0,0,1,5.74,5.305,0.46,27.9993,1,19
"208","2011-01-09",1,22,0,0,0,1,5.74,6.06,0.46,19.9995,5,10
"209","2011-01-09",1,23,0,0,0,1,4.92,6.82,0.5,12.998,0,6
"210","2011-01-10",1,0,0,1,1,1,4.92,6.06,0.5,19.0012,2,3
"211","2011-01-10",1,1,0,1,1,1,4.92,6.06,0.5,19.0012,1,0
"212","2011-01-10",1,2,0,1,1,1,4.92,6.06,0.5,15.0013,0,3
"213","2011-01-10",1,3,0,1,1,1,4.92,6.06,0.5,15.0013,0,1
"214","2011-01-10",1,4,0,1,1,1,4.1,6.06,0.54,8.9981,1,2
"215","2011-01-10",1,5,0,1,1,1,4.1,5.305,0.54,16.9979,0,3
"216","2011-01-10",1,6,0,1,1,1,4.92,6.06,0.5,19.0012,0,31
"217","2011-01-10",1,7,0,1,1,1,4.92,6.06,0.5,15.0013,2,75
"218","2011-01-10",1,8,0,1,1,2,4.92,6.06,0.5,19.0012,4,184
"219","2011-01-10",1,9,0,1,1,2,5.74,6.06,0.5,16.9979,2,92
"220","2011-01-10",1,10,0,1,1,2,5.74,6.06,0.5,19.9995,0,31
"221","2011-01-10",1,11,0,1,1,2,6.56,6.82,0.47,19.0012,2,28
"222","2011-01-10",1,12,0,1,1,2,8.2,9.09,0.4,19.0012,5,47
"223","2011-01-10",1,13,0,1,1,2,8.2,9.09,0.4,19.0012,4,50
"224","2011-01-10",1,14,0,1,1,2,8.2,9.85,0.4,15.0013,0,47
"225","2011-01-10",1,15,0,1,1,2,8.2,9.85,0.4,15.0013,2,43
"226","2011-01-10",1,16,0,1,1,1,8.2,10.605,0.4,8.9981,4,70
"227","2011-01-10",1,17,0,1,1,1,8.2,11.365,0.4,7.0015,4,174
"228","2011-01-10",1,18,0,1,1,1,8.2,9.85,0.4,15.0013,1,154
"229","2011-01-10",1,19,0,1,1,1,6.56,8.335,0.47,11.0014,3,92
"230","2011-01-10",1,20,0,1,1,1,6.56,8.335,0.5,11.0014,1,73
"231","2011-01-10",1,21,0,1,1,1,5.74,6.82,0.59,12.998,1,37
"232","2011-01-10",1,22,0,1,1,1,5.74,7.575,0.59,11.0014,2,22
"233","2011-01-10",1,23,0,1,1,1,5.74,7.575,0.59,11.0014,0,18
"234","2011-01-11",1,0,0,2,1,1,5.74,8.335,0.59,7.0015,2,10
"235","2011-01-11",1,1,0,2,1,1,5.74,7.575,0.59,11.0014,0,3
"236","2011-01-11",1,2,0,2,1,2,6.56,7.575,0.55,12.998,0,3
"237","2011-01-11",1,5,0,2,1,2,6.56,9.09,0.55,8.9981,0,6
"238","2011-01-11",1,6,0,2,1,2,6.56,9.09,0.55,8.9981,0,27
"239","2011-01-11",1,7,0,2,1,2,6.56,11.365,0.55,0,2,97
"240","2011-01-11",1,8,0,2,1,2,7.38,10.605,0.51,6.0032,3,214
"241","2011-01-11",1,9,0,2,1,2,7.38,9.85,0.51,11.0014,3,127
"242","2011-01-11",1,10,0,2,1,2,8.2,10.605,0.51,11.0014,3,51
"243","2011-01-11",1,11,0,2,1,2,8.2,10.605,0.47,8.9981,4,31
"244","2011-01-11",1,12,0,2,1,2,8.2,11.365,0.51,7.0015,2,55
"245","2011-01-11",1,13,0,2,1,2,8.2,11.365,0.59,6.0032,6,46
"246","2011-01-11",1,14,0,2,1,2,8.2,11.365,0.59,6.0032,3,60
"247","2011-01-11",1,15,0,2,1,2,6.56,9.85,0.8,6.0032,2,45
"248","2011-01-11",1,16,0,2,1,2,6.56,7.575,0.86,15.0013,4,72
"249","2011-01-11",1,17,0,2,1,2,6.56,7.575,0.86,15.0013,6,130
"250","2011-01-11",1,18,0,2,1,3,6.56,9.09,0.93,7.0015,1,94
"251","2011-01-11",1,19,0,2,1,3,6.56,11.365,0.93,0,0,51
"252","2011-01-11",1,20,0,2,1,3,6.56,7.575,0.93,12.998,0,32
"253","2011-01-11",1,21,0,2,1,3,6.56,9.85,0.86,6.0032,0,20
"254","2011-01-11",1,22,0,2,1,3,6.56,9.09,0.93,7.0015,1,28
"255","2011-01-11",1,23,0,2,1,3,6.56,9.85,0.93,6.0032,1,18
"256","2011-01-12",1,0,0,3,1,2,6.56,9.85,0.86,6.0032,0,7
"257","2011-01-12",1,1,0,3,1,2,6.56,9.09,0.86,7.0015,0,6
"258","2011-01-12",1,2,0,3,1,1,5.74,7.575,0.86,8.9981,0,1
"259","2011-01-12",1,5,0,3,1,1,5.74,7.575,0.86,11.0014,0,5
"260","2011-01-12",1,6,0,3,1,1,4.92,7.575,0.93,8.9981,0,16
"261","2011-01-12",1,7,0,3,1,1,5.74,7.575,0.69,8.9981,0,54
"262","2011-01-12",1,8,0,3,1,1,6.56,8.335,0.59,11.0014,3,125
"263","2011-01-12",1,9,0,3,1,1,6.56,6.82,0.59,22.0028,3,78
"264","2011-01-12",1,10,0,3,1,1,7.38,9.09,0.55,15.0013,0,39
"265","2011-01-12",1,11,0,3,1,1,8.2,9.09,0.51,26.0027,3,32
"266","2011-01-12",1,12,0,3,1,1,8.2,7.575,0.47,39.0007,3,52
"267","2011-01-12",1,13,0,3,1,1,9.02,9.85,0.44,23.9994,0,49
"268","2011-01-12",1,14,0,3,1,1,8.2,9.09,0.47,22.0028,0,44
"269","2011-01-12",1,15,0,3,1,1,8.2,8.335,0.47,27.9993,1,48
"270","2011-01-12",1,16,0,3,1,1,9.02,9.85,0.44,22.0028,5,63
"271","2011-01-12",1,17,0,3,1,1,8.2,9.09,0.47,23.9994,0,139
"272","2011-01-12",1,18,0,3,1,1,8.2,7.575,0.47,35.0008,2,135
"273","2011-01-12",1,19,0,3,1,1,7.38,7.575,0.47,27.9993,1,82
"274","2011-01-12",1,20,0,3,1,1,6.56,6.82,0.5,22.0028,2,54
"275","2011-01-12",1,21,0,3,1,1,6.56,6.82,0.55,22.0028,0,57
"276","2011-01-12",1,22,0,3,1,1,6.56,6.06,0.55,30.0026,1,32
"277","2011-01-12",1,23,0,3,1,1,5.74,5.305,0.59,27.9993,1,19
"278","2011-01-13",1,0,0,4,1,1,5.74,6.06,0.59,19.0012,1,6
"279","2011-01-13",1,1,0,4,1,1,5.74,6.06,0.5,19.0012,0,2
"280","2011-01-13",1,2,0,4,1,1,5.74,6.06,0.5,23.9994,0,2
"281","2011-01-13",1,3,0,4,1,1,5.74,6.06,0.5,22.0028,0,3
"282","2011-01-13",1,4,0,4,1,1,5.74,6.06,0.5,16.9979,0,4
"283","2011-01-13",1,5,0,4,1,1,5.74,6.06,0.5,19.9995,0,3
"284","2011-01-13",1,6,0,4,1,1,4.92,7.575,0.54,8.9981,0,28
"285","2011-01-13",1,7,0,4,1,1,4.92,7.575,0.54,8.9981,0,72
"286","2011-01-13",1,8,0,4,1,1,5.74,6.82,0.5,12.998,5,197
"287","2011-01-13",1,9,0,4,1,1,5.74,6.06,0.5,22.0028,2,137
"288","2011-01-13",1,10,0,4,1,2,6.56,6.82,0.5,23.9994,2,36
"289","2011-01-13",1,11,0,4,1,2,8.2,8.335,0.44,30.0026,4,33
"290","2011-01-13",1,12,0,4,1,1,8.2,8.335,0.44,27.9993,3,49
"291","2011-01-13",1,13,0,4,1,1,9.02,9.85,0.41,30.0026,2,81
"292","2011-01-13",1,14,0,4,1,1,9.02,9.85,0.41,26.0027,3,39
"293","2011-01-13",1,15,0,4,1,1,9.84,10.605,0.38,19.9995,5,55
"294","2011-01-13",1,16,0,4,1,1,9.84,10.605,0.38,23.9994,2,76
"295","2011-01-13",1,17,0,4,1,1,8.2,9.09,0.4,19.0012,4,158
"296","2011-01-13",1,18,0,4,1,1,8.2,9.09,0.4,22.0028,3,141
"297","2011-01-13",1,19,0,4,1,1,6.56,7.575,0.47,16.9979,1,98
"298","2011-01-13",1,20,0,4,1,1,6.56,7.575,0.47,15.0013,0,64
"299","2011-01-13",1,21,0,4,1,1,5.74,6.06,0.46,19.9995,0,40
"300","2011-01-13",1,22,0,4,1,1,5.74,6.06,0.46,22.0028,0,30
"301","2011-01-13",1,23,0,4,1,1,4.92,6.82,0.5,12.998,1,14
"302","2011-01-14",1,0,0,5,1,1,4.92,6.82,0.5,12.998,0,14
"303","2011-01-14",1,1,0,5,1,1,4.1,6.06,0.54,11.0014,0,5
"304","2011-01-14",1,2,0,5,1,1,4.1,6.06,0.54,8.9981,0,1
"305","2011-01-14",1,3,0,5,1,1,4.1,6.82,0.54,7.0015,0,1
"306","2011-01-14",1,5,0,5,1,1,4.1,6.82,0.54,6.0032,0,8
"307","2011-01-14",1,6,0,5,1,1,4.1,9.09,0.54,0,0,17
"308","2011-01-14",1,7,0,5,1,1,4.1,6.06,0.74,11.0014,0,70
"309","2011-01-14",1,8,0,5,1,1,4.92,8.335,0.68,0,2,156
"310","2011-01-14",1,9,0,5,1,1,5.74,7.575,0.69,8.9981,0,117
"311","2011-01-14",1,10,0,5,1,1,7.38,9.09,0.55,12.998,4,40
"312","2011-01-14",1,11,0,5,1,1,7.38,8.335,0.51,19.0012,6,47
"313","2011-01-14",1,12,0,5,1,1,8.2,9.85,0.44,16.9979,2,59
"314","2011-01-14",1,13,0,5,1,1,9.02,9.85,0.37,26.0027,4,73
"315","2011-01-14",1,14,0,5,1,1,9.02,10.605,0.41,19.0012,5,59
"316","2011-01-14",1,15,0,5,1,1,9.84,12.12,0.38,11.0014,9,59
"317","2011-01-14",1,16,0,5,1,1,9.02,12.12,0.41,7.0015,3,87
"318","2011-01-14",1,17,0,5,1,1,9.02,11.365,0.41,11.0014,4,155
"319","2011-01-14",1,18,0,5,1,1,8.2,12.88,0.47,0,5,134
"320","2011-01-14",1,19,0,5,1,1,6.56,9.85,0.59,6.0032,3,89
"321","2011-01-14",1,20,0,5,1,1,7.38,12.12,0.59,0,0,68
"322","2011-01-14",1,21,0,5,1,1,6.56,11.365,0.69,0,4,48
"323","2011-01-14",1,22,0,5,1,2,6.56,11.365,0.69,0,2,34
"324","2011-01-14",1,23,0,5,1,2,7.38,12.12,0.55,0,1,26
"325","2011-01-15",1,0,0,6,0,1,7.38,12.12,0.55,0,3,25
"326","2011-01-15",1,1,0,6,0,2,6.56,9.85,0.59,6.0032,2,18
